Performance Statistics   2017-04-01 06:50:00 - 2017-04-01 06:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Responce_Request.browse#inject                     157.0         157         157         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse@instancesDs                 57.0          54          60         3.0           2

Performance Statistics   2017-04-01 07:28:00 - 2017-04-01 07:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 07:30:00 - 2017-04-01 07:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 07:32:00 - 2017-04-01 07:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 07:34:00 - 2017-04-01 07:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 07:36:00 - 2017-04-01 07:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:14:00 - 2017-04-01 10:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Asset.browse#init                                    0.0           0           0         0.0           1
ams$Asset.browse#inject                                  3.0           3           3         0.0           1
ams$Asset.browse#load                                  857.0         857         857         0.0           1
ams$Asset.browse#ready                                   0.0           0           0         0.0           1
ams$Asset.browse#uiPermissions                           0.0           0           0         0.0           1
ams$Asset.browse#xml                                    19.0          19          19         0.0           1
ams$Asset.browse@assetsDs                              721.0         721         721         0.0           1
ams$NewAsset.browse#init                                 0.0           0           0         0.0           1
ams$NewAsset.browse#inject                               0.0           0           0         0.0           1
ams$NewAsset.browse#load                               108.0         108         108         0.0           1
ams$NewAsset.browse#ready                                0.0           0           0         0.0           1
ams$NewAsset.browse#uiPermissions                        0.0           0           0         0.0           1
ams$NewAsset.browse#xml                                  8.0           8           8         0.0           1
ams$NewAsset.browse@newAssetsDs                        301.0         301         301         0.0           1
ams$Suplier.browse#init                                  0.0           0           0         0.0           1
ams$Suplier.browse#inject                                0.0           0           0         0.0           1
ams$Suplier.browse#load                                 73.0          73          73         0.0           1
ams$Suplier.browse#ready                                 0.0           0           0         0.0           1
ams$Suplier.browse#uiPermissions                         0.0           0           0         0.0           1
ams$Suplier.browse#xml                                   4.0           4           4         0.0           1
ams$Suplier.browse@supliersDs                          107.0         107         107         0.0           1
loginWindow#init                                        19.0          19          19         0.0           1
loginWindow#inject                                      16.0          16          16         0.0           1
loginWindow#load                                       529.0         529         529         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         21.0          21          21         0.0           1
mainWindow#init                                         41.0          41          41         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        238.0         238         238         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           3.0           3           3         0.0           1

Performance Statistics   2017-04-01 10:16:00 - 2017-04-01 10:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$NewAsset.edit#init                                   0.0           0           0         0.0           1
ams$NewAsset.edit#inject                                 0.5           0           1         0.5           2
ams$NewAsset.edit#load                                 585.0         585         585         0.0           1
ams$NewAsset.edit#ready                                  0.0           0           0         0.0           1
ams$NewAsset.edit#setItem                               14.0          14          14         0.0           1
ams$NewAsset.edit#uiPermissions                          0.0           0           0         0.0           1
ams$NewAsset.edit#xml                                  197.0         197         197         0.0           1
ams$NewAsset.edit.windowActions#load                     8.0           8           8         0.0           1
ams$RequestAsset.browse#init                             2.0           2           2         0.0           1
ams$RequestAsset.browse#inject                           3.0           3           3         0.0           1
ams$RequestAsset.browse#load                           245.0         245         245         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                              6.0           6           6         0.0           1
ams$RequestAsset.browse@assetsDs                       107.0         107         107         0.0           1
ams$RequestAsset.browse@newAssetDs                      74.0          42         101        22.1           7
ams$Responce_Request.browse#init                         0.0           0           0         0.0           1
ams$Responce_Request.browse#inject                      61.0          61          61         0.0           1
ams$Responce_Request.browse#load                       130.0         130         130         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse#xml                         10.0          10          10         0.0           1
ams$Responce_Request.browse@instancesDs                133.0         133         133         0.0           1
windowActions#xml                                        1.0           1           1         0.0           1

Performance Statistics   2017-04-01 10:18:00 - 2017-04-01 10:20:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:20:00 - 2017-04-01 10:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:22:00 - 2017-04-01 10:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:24:00 - 2017-04-01 10:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:26:00 - 2017-04-01 10:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:28:00 - 2017-04-01 10:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:30:00 - 2017-04-01 10:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:32:00 - 2017-04-01 10:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:34:00 - 2017-04-01 10:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:36:00 - 2017-04-01 10:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:38:00 - 2017-04-01 10:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:40:00 - 2017-04-01 10:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:42:00 - 2017-04-01 10:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:44:00 - 2017-04-01 10:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:46:00 - 2017-04-01 10:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:48:00 - 2017-04-01 10:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:50:00 - 2017-04-01 10:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:52:00 - 2017-04-01 10:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:54:00 - 2017-04-01 10:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:56:00 - 2017-04-01 10:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 10:58:00 - 2017-04-01 11:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-04-01 11:22:00 - 2017-04-01 11:24:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$NewAsset.browse#init                                 0.0           0           0         0.0           1
ams$NewAsset.browse#inject                              10.0          10          10         0.0           1
ams$NewAsset.browse#load                              1443.0        1443        1443         0.0           1
ams$NewAsset.browse#ready                                0.0           0           0         0.0           1
ams$NewAsset.browse#uiPermissions                        0.0           0           0         0.0           1
ams$NewAsset.browse#xml                                  8.0           8           8         0.0           1
ams$NewAsset.browse@newAssetsDs                       1452.0        1452        1452         0.0           1
loginWindow#init                                        33.0          33          33         0.0           1
loginWindow#inject                                      21.0          21          21         0.0           1
loginWindow#load                                      1394.0        1394        1394         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         15.0          15          15         0.0           1
mainWindow#init                                        314.0         314         314         0.0           1
mainWindow#inject                                       40.0          40          40         0.0           1
mainWindow#load                                        584.0         584         584         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                          23.0          23          23         0.0           1

Performance Statistics   2017-04-01 11:30:00 - 2017-04-01 11:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
loginWindow#init                                        26.0          26          26         0.0           1
loginWindow#inject                                      98.0          98          98         0.0           1
loginWindow#load                                       830.0         830         830         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                        179.0         179         179         0.0           1
mainWindow#init                                        122.0         122         122         0.0           1
mainWindow#inject                                       23.0          23          23         0.0           1
mainWindow#load                                        553.0         553         553         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
