Performance Statistics   2017-03-31 06:36:00 - 2017-03-31 06:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:20:00 - 2017-03-31 19:22:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           8.0           8           8         0.0           1
ams$RequestAsset.browse#load                           745.0         745         745         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             17.0          17          17         0.0           1
ams$RequestAsset.browse@assetsDs                       695.0         695         695         0.0           1
ams$RequestAsset.browse@instancesDs                     68.0          68          68         0.0           1
ams$RequestAsset.browse@newAssetDs                      64.0          56          72         8.0           2
loginWindow#init                                        21.0          21          21         0.0           1
loginWindow#inject                                      20.0          20          20         0.0           1
loginWindow#load                                       507.0         507         507         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         21.0          21          21         0.0           1
mainWindow#init                                         61.0          61          61         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        247.0         247         247         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           3.0           3           3         0.0           1

Performance Statistics   2017-03-31 19:24:00 - 2017-03-31 19:26:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           8.0           8           8         0.0           1
ams$RequestAsset.browse#load                           913.0         913         913         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             12.0          12          12         0.0           1
ams$RequestAsset.browse@assetsDs                       662.0         662         662         0.0           1
ams$RequestAsset.browse@instancesDs                     33.0          33          33         0.0           1
ams$RequestAsset.browse@newAssetDs                      63.5          63          64         0.5           2
loginWindow#init                                        30.0          30          30         0.0           1
loginWindow#inject                                      20.0          20          20         0.0           1
loginWindow#load                                       518.0         518         518         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         23.0          23          23         0.0           1
mainWindow#init                                         60.0          60          60         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        304.0         304         304         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           5.0           5           5         0.0           1

Performance Statistics   2017-03-31 19:26:00 - 2017-03-31 19:28:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:28:00 - 2017-03-31 19:30:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:30:00 - 2017-03-31 19:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:34:00 - 2017-03-31 19:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           7.0           7           7         0.0           1
ams$RequestAsset.browse#load                           727.0         727         727         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             11.0          11          11         0.0           1
ams$RequestAsset.browse@assetsDs                       740.0         740         740         0.0           1
ams$RequestAsset.browse@instancesDs                     33.0          33          33         0.0           1
ams$RequestAsset.browse@newAssetDs                      60.0          48          72        12.0           2
loginWindow#init                                        37.0          37          37         0.0           1
loginWindow#inject                                      27.0          27          27         0.0           1
loginWindow#load                                       387.0         387         387         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         21.0          21          21         0.0           1
mainWindow#init                                         73.0          73          73         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        244.0         244         244         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           5.0           5           5         0.0           1

Performance Statistics   2017-03-31 19:36:00 - 2017-03-31 19:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:42:00 - 2017-03-31 19:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             2.0           2           2         0.0           1
ams$RequestAsset.browse#inject                           8.0           8           8         0.0           1
ams$RequestAsset.browse#load                           846.0         846         846         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             12.0          12          12         0.0           1
ams$RequestAsset.browse@assetsDs                       600.0         600         600         0.0           1
ams$RequestAsset.browse@instancesDs                     38.0          38          38         0.0           1
ams$RequestAsset.browse@newAssetDs                      67.0          65          69         2.0           2
loginWindow#init                                        40.0          40          40         0.0           1
loginWindow#inject                                      35.0          35          35         0.0           1
loginWindow#load                                       379.0         379         379         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         16.0          16          16         0.0           1
mainWindow#init                                         51.0          51          51         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        224.0         224         224         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           6.0           6           6         0.0           1

Performance Statistics   2017-03-31 19:44:00 - 2017-03-31 19:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:46:00 - 2017-03-31 19:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:50:00 - 2017-03-31 19:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Instance.browse#init                                 0.0           0           0         0.0           1
ams$Instance.browse#inject                               0.0           0           0         0.0           1
ams$Instance.browse#load                                49.0          49          49         0.0           1
ams$Instance.browse#ready                                0.0           0           0         0.0           1
ams$Instance.browse#uiPermissions                        0.0           0           0         0.0           1
ams$Instance.browse#xml                                  8.0           8           8         0.0           1
ams$Instance.browse@instancesDs                        112.0         112         112         0.0           1
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           5.0           5           5         0.0           1
ams$RequestAsset.browse#load                           840.0         840         840         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             13.0          13          13         0.0           1
ams$RequestAsset.browse@assetsDs                       627.0         627         627         0.0           1
ams$RequestAsset.browse@instancesDs                     35.0          35          35         0.0           1
ams$RequestAsset.browse@newAssetDs                     164.5          66         263        98.5           2
ams$Responce_Request.browse#init                         0.0           0           0         0.0           1
ams$Responce_Request.browse#inject                       0.0           0           0         0.0           1
ams$Responce_Request.browse#load                       289.0         289         289         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse#xml                          9.0           9           9         0.0           1
ams$Responce_Request.browse@instancesDs                 42.5          32          53        10.5           2
loginWindow#init                                        26.0          26          26         0.0           1
loginWindow#inject                                      25.0          25          25         0.0           1
loginWindow#load                                       579.0         579         579         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         14.0          14          14         0.0           1
mainWindow#init                                         71.0          71          71         0.0           1
mainWindow#inject                                        6.0           6           6         0.0           1
mainWindow#load                                        266.0         266         266         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           3.0           3           3         0.0           1

Performance Statistics   2017-03-31 19:52:00 - 2017-03-31 19:54:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 19:54:00 - 2017-03-31 19:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 21:38:00 - 2017-03-31 21:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$NewAsset.browse#init                                 0.0           0           0         0.0           1
ams$NewAsset.browse#inject                               5.0           5           5         0.0           1
ams$NewAsset.browse#load                               949.0         949         949         0.0           1
ams$NewAsset.browse#ready                                0.0           0           0         0.0           1
ams$NewAsset.browse#uiPermissions                        0.0           0           0         0.0           1
ams$NewAsset.browse#xml                                 17.0          17          17         0.0           1
ams$NewAsset.browse@newAssetsDs                        862.0         862         862         0.0           1
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           6.0           6           6         0.0           1
ams$RequestAsset.browse#load                           386.0         386         386         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             10.0          10          10         0.0           1
ams$RequestAsset.browse@assetsDs                        90.0          90          90         0.0           1
ams$RequestAsset.browse@newAssetDs                      94.0          94          94         0.0           1
loginWindow#init                                        25.0          25          25         0.0           1
loginWindow#inject                                      13.0          13          13         0.0           1
loginWindow#load                                       500.0         500         500         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         14.0          14          14         0.0           1
mainWindow#init                                         73.0          73          73         0.0           1
mainWindow#inject                                        6.0           6           6         0.0           1
mainWindow#load                                        377.0         377         377         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           6.0           6           6         0.0           1

Performance Statistics   2017-03-31 21:40:00 - 2017-03-31 21:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse@newAssetDs                      72.0          72          72         0.0           1

Performance Statistics   2017-03-31 21:42:00 - 2017-03-31 21:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                           8.0           8           8         0.0           1
ams$RequestAsset.browse#load                           841.0         841         841         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             19.0          19          19         0.0           1
ams$RequestAsset.browse@assetsDs                       680.0         680         680         0.0           1
ams$RequestAsset.browse@newAssetDs                      75.0          70          80         5.0           2
loginWindow#init                                        18.0          18          18         0.0           1
loginWindow#inject                                      13.0          13          13         0.0           1
loginWindow#load                                       348.0         348         348         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         20.0          20          20         0.0           1
mainWindow#init                                         55.0          55          55         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        279.0         279         279         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           5.0           5           5         0.0           1

Performance Statistics   2017-03-31 21:44:00 - 2017-03-31 21:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 21:46:00 - 2017-03-31 21:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 21:48:00 - 2017-03-31 21:50:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 21:50:00 - 2017-03-31 21:52:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 21:54:00 - 2017-03-31 21:56:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             1.0           1           1         0.0           1
ams$RequestAsset.browse#inject                          14.0          14          14         0.0           1
ams$RequestAsset.browse#load                           991.0         991         991         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             97.0          97          97         0.0           1
ams$RequestAsset.browse@assetsDs                       717.0         717         717         0.0           1
ams$RequestAsset.browse@newAssetDs                      60.0          58          62         2.0           2
ams$Responce_Request.browse#init                         0.0           0           0         0.0           1
ams$Responce_Request.browse#inject                       0.0           0           0         0.0           1
ams$Responce_Request.browse#load                       332.0         332         332         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse#xml                         12.0          12          12         0.0           1
ams$Responce_Request.browse@instancesDs                 55.0          55          55         0.0           1
loginWindow#init                                        29.0          29          29         0.0           1
loginWindow#inject                                      14.0          14          14         0.0           1
loginWindow#load                                       442.0         442         442         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         15.0          15          15         0.0           1
mainWindow#init                                         69.0          69          69         0.0           1
mainWindow#inject                                        8.0           8           8         0.0           1
mainWindow#load                                        346.0         346         346         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           5.0           5           5         0.0           1

Performance Statistics   2017-03-31 21:56:00 - 2017-03-31 21:58:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 21:58:00 - 2017-03-31 22:00:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:00:00 - 2017-03-31 22:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:06:00 - 2017-03-31 22:08:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse#init                             2.0           2           2         0.0           1
ams$RequestAsset.browse#inject                           8.0           8           8         0.0           1
ams$RequestAsset.browse#load                           804.0         804         804         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             17.0          17          17         0.0           1
ams$RequestAsset.browse@assetsDs                       684.0         684         684         0.0           1
ams$RequestAsset.browse@newAssetDs                      66.0          66          66         0.0           1
ams$Responce_Request.browse#init                         0.0           0           0         0.0           1
ams$Responce_Request.browse#inject                      13.0          13          13         0.0           1
ams$Responce_Request.browse#load                       464.0         464         464         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse#xml                          8.0           8           8         0.0           1
ams$Responce_Request.browse@instancesDs                 80.4          36         208        64.5           5
loginWindow#init                                        18.0          18          18         0.0           1
loginWindow#inject                                      16.0          16          16         0.0           1
loginWindow#load                                       390.0         390         390         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         17.0          17          17         0.0           1
mainWindow#init                                         68.0          68          68         0.0           1
mainWindow#inject                                       11.0          11          11         0.0           1
mainWindow#load                                        363.0         363         363         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           6.0           6           6         0.0           1

Performance Statistics   2017-03-31 22:08:00 - 2017-03-31 22:10:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:10:00 - 2017-03-31 22:12:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$RequestAsset.browse@newAssetDs                      85.0          85          85         0.0           1
ams$Responce_Request.browse#init                         0.0           0           0         0.0           1
ams$Responce_Request.browse#inject                       8.0           8           8         0.0           1
ams$Responce_Request.browse#load                      3043.0        3043        3043         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse#xml                         20.0          20          20         0.0           1
ams$Responce_Request.browse@instancesDs                 46.0          27          55        11.1           4

Performance Statistics   2017-03-31 22:12:00 - 2017-03-31 22:14:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:14:00 - 2017-03-31 22:16:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:16:00 - 2017-03-31 22:18:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:30:00 - 2017-03-31 22:32:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$NewAsset.browse#init                                 0.0           0           0         0.0           1
ams$NewAsset.browse#inject                               0.0           0           0         0.0           1
ams$NewAsset.browse#load                                76.0          76          76         0.0           1
ams$NewAsset.browse#ready                                0.0           0           0         0.0           1
ams$NewAsset.browse#uiPermissions                        0.0           0           0         0.0           1
ams$NewAsset.browse#xml                                 17.0          17          17         0.0           1
ams$NewAsset.browse@newAssetsDs                        173.0         173         173         0.0           1
ams$Responce_Request.browse#init                         0.0           0           0         0.0           1
ams$Responce_Request.browse#inject                      12.0          12          12         0.0           1
ams$Responce_Request.browse#load                       884.0         884         884         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse#xml                         17.0          17          17         0.0           1
ams$Responce_Request.browse@instancesDs                400.0          87         713       313.0           2
loginWindow#init                                        19.0          19          19         0.0           1
loginWindow#inject                                      15.0          15          15         0.0           1
loginWindow#load                                       383.0         383         383         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         25.0          25          25         0.0           1
mainWindow#init                                         58.0          58          58         0.0           1
mainWindow#inject                                        5.0           5           5         0.0           1
mainWindow#load                                        237.0         237         237         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           4.0           4           4         0.0           1

Performance Statistics   2017-03-31 22:32:00 - 2017-03-31 22:34:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$NewAsset.browse#init                                 0.0           0           0         0.0           1
ams$NewAsset.browse#inject                               0.0           0           0         0.0           1
ams$NewAsset.browse#load                                97.0          97          97         0.0           1
ams$NewAsset.browse#ready                                0.0           0           0         0.0           1
ams$NewAsset.browse#uiPermissions                        0.0           0           0         0.0           1
ams$NewAsset.browse#xml                                  0.0           0           0         0.0           1
ams$NewAsset.browse@newAssetsDs                         91.0          91          91         0.0           1
ams$RequestAsset.browse#init                             3.0           3           3         0.0           1
ams$RequestAsset.browse#inject                           4.0           4           4         0.0           1
ams$RequestAsset.browse#load                           209.0         209         209         0.0           1
ams$RequestAsset.browse#ready                            0.0           0           0         0.0           1
ams$RequestAsset.browse#uiPermissions                    0.0           0           0         0.0           1
ams$RequestAsset.browse#xml                             12.0          12          12         0.0           1
ams$RequestAsset.browse@assetsDs                        91.0          91          91         0.0           1
ams$RequestAsset.browse@newAssetDs                      43.0          37          49         6.0           2
ams$Responce_Request.browse@instancesDs                 37.0          37          37         0.0           1

Performance Statistics   2017-03-31 22:34:00 - 2017-03-31 22:36:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:36:00 - 2017-03-31 22:38:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:38:00 - 2017-03-31 22:40:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:40:00 - 2017-03-31 22:42:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:42:00 - 2017-03-31 22:44:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:44:00 - 2017-03-31 22:46:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 22:46:00 - 2017-03-31 22:48:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count

Performance Statistics   2017-03-31 23:00:00 - 2017-03-31 23:02:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Responce_Request.browse#init                         0.0           0           0         0.0           1
ams$Responce_Request.browse#inject                      16.0          16          16         0.0           1
ams$Responce_Request.browse#load                       933.0         933         933         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse#xml                         44.0          44          44         0.0           1
ams$Responce_Request.browse@instancesDs                679.0         679         679         0.0           1
loginWindow#init                                        16.0          16          16         0.0           1
loginWindow#inject                                      19.0          19          19         0.0           1
loginWindow#load                                       407.0         407         407         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         33.0          33          33         0.0           1
mainWindow#init                                         60.0          60          60         0.0           1
mainWindow#inject                                        7.0           7           7         0.0           1
mainWindow#load                                        353.0         353         353         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                          13.0          13          13         0.0           1

Performance Statistics   2017-03-31 23:04:00 - 2017-03-31 23:06:00
Tag                                                  Avg(ms)         Min         Max     Std Dev       Count
ams$Responce_Request.browse#init                         0.0           0           0         0.0           1
ams$Responce_Request.browse#inject                      16.0          16          16         0.0           1
ams$Responce_Request.browse#load                       941.0         941         941         0.0           1
ams$Responce_Request.browse#ready                        0.0           0           0         0.0           1
ams$Responce_Request.browse#uiPermissions                0.0           0           0         0.0           1
ams$Responce_Request.browse#xml                         21.0          21          21         0.0           1
ams$Responce_Request.browse@instancesDs                621.0         621         621         0.0           1
loginWindow#init                                        21.0          21          21         0.0           1
loginWindow#inject                                      17.0          17          17         0.0           1
loginWindow#load                                       429.0         429         429         0.0           1
loginWindow#ready                                        0.0           0           0         0.0           1
loginWindow#uiPermissions                                0.0           0           0         0.0           1
loginWindow#xml                                         25.0          25          25         0.0           1
mainWindow#init                                         66.0          66          66         0.0           1
mainWindow#inject                                        7.0           7           7         0.0           1
mainWindow#load                                        330.0         330         330         0.0           1
mainWindow#ready                                         0.0           0           0         0.0           1
mainWindow#uiPermissions                                 0.0           0           0         0.0           1
mainWindow#xml                                           7.0           7           7         0.0           1

